date,date_dt,yy,mm,method,gross_ret,turnover_raw,turnover,cost,net_ret
19930228,1993-02-28,1993,2,S&P 500 (SPY adjusted close),0.010668045984882912,0.0,0.0,0.0,0.010668045984882912
19930331,1993-03-31,1993,3,S&P 500 (SPY adjusted close),0.02240009954663047,0.0,0.0,0.0,0.02240009954663047
19930430,1993-04-30,1993,4,S&P 500 (SPY adjusted close),-0.025588255774746993,0.0,0.0,0.0,-0.025588255774746993
19930531,1993-05-31,1993,5,S&P 500 (SPY adjusted close),0.026969899608945136,0.0,0.0,0.0,0.026969899608945136
19930630,1993-06-30,1993,6,S&P 500 (SPY adjusted close),0.0036068753123073005,0.0,0.0,0.0,0.0036068753123073005
19930731,1993-07-31,1993,7,S&P 500 (SPY adjusted close),-0.0048538194025508075,0.0,0.0,0.0,-0.0048538194025508075
19930831,1993-08-31,1993,8,S&P 500 (SPY adjusted close),0.03832756446402996,0.0,0.0,0.0,0.03832756446402996
19930930,1993-09-30,1993,9,S&P 500 (SPY adjusted close),-0.0072758118894301615,0.0,0.0,0.0,-0.0072758118894301615
19931031,1993-10-31,1993,10,S&P 500 (SPY adjusted close),0.019727532221870625,0.0,0.0,0.0,0.019727532221870625
19931130,1993-11-30,1993,11,S&P 500 (SPY adjusted close),-0.010673562001502934,0.0,0.0,0.0,-0.010673562001502934
19931231,1993-12-31,1993,12,S&P 500 (SPY adjusted close),0.01227648799419967,0.0,0.0,0.0,0.01227648799419967
19940131,1994-01-31,1994,1,S&P 500 (SPY adjusted close),0.034875632968258685,0.0,0.0,0.0,0.034875632968258685
19940228,1994-02-28,1994,2,S&P 500 (SPY adjusted close),-0.029163336085694103,0.0,0.0,0.0,-0.029163336085694103
19940331,1994-03-31,1994,3,S&P 500 (SPY adjusted close),-0.041901405042364503,0.0,0.0,0.0,-0.041901405042364503
19940430,1994-04-30,1994,4,S&P 500 (SPY adjusted close),0.011212311323361535,0.0,0.0,0.0,0.011212311323361535
19940531,1994-05-31,1994,5,S&P 500 (SPY adjusted close),0.015938914769372037,0.0,0.0,0.0,0.015938914769372037
19940630,1994-06-30,1994,6,S&P 500 (SPY adjusted close),-0.02291408670605155,0.0,0.0,0.0,-0.02291408670605155
